Job_Title,Rating,Location,Headquarters,Founded	,ownership	,Industry,Sector,Revenue,Competitors	,Easy_Apply,Estimated_min_salary,Estimated_max_salary,Min_size,Max_size
Data Analyst,4.3,"Burbank, CA","South Jordan, UT",1996,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Unknown,False,55,103,201,500
Data Analyst,4.3,"Los Angeles, CA","Culver City, CA",2014,Company - Private,Enterprise Software & Network Solutions,Information Technology, Non-Applicable,Unknown,False,55,103,51,200
Data Analyst,3.2,"Los Angeles, CA","Burlingame, CA",1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Acumen,False,55,103,201,500
Data Analyst,4.5,"Los Angeles, CA","New York, NY",1997,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Unknown,False,55,103,201,500
Sr Data Analyst,4.3,"Los Angeles, CA","Los Angeles, CA",2016,Company - Private,Banks & Credit Unions,Finance, Non-Applicable,Unknown,False,55,103,1,50
Data Analyst,-1.0,"Los Angeles, CA","Seattle, WA",2005,Contract,Unknown,Unknown, Non-Applicable,Unknown,False,55,103,1,50
Data Analyst,4.0,"Los Angeles, CA","Plainsboro, NJ",2005,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),Unknown,False,55,103,1,50
Data Analyst,-1.0,"Los Angeles, CA","Los Angeles, CA",2005,Company - Private,IT Services,Information Technology, Non-Applicable,Unknown,False,55,103,1,50
Data Analyst,3.6,"Culver City, CA","Troy, MI",2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Experis,False,55,103,1001,5000
Data Analyst,3.5,"Los Angeles, CA","Van Nuys, CA",2005,Company - Private,Unknown,Unknown,Less than $1 million (USD),Unknown,False,55,103,1,50
Data Analyst,5.0,"Glendale, CA","Glendale, CA",2011,Company - Private,Advertising & Marketing,Business Services, Non-Applicable,Unknown,False,55,103,1,50
Data Analyst,3.4,"Los Angeles, CA","Centennial, CO",2005,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Unknown,False,55,103,51,200
Sr Data Analyst,3.9,"Los Angeles, CA","Los Angeles, CA",1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",False,55,103,1100,1500
Data Analyst,-1.0,"Los Angeles, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,55,103,51,200
Data Analyst,3.5,"El Segundo, CA","Menlo Park, CA",1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",False,55,103,1100,1500
Data Analyst,3.2,"El Segundo, CA","El Segundo, CA",2012,Company - Private,Health Care Services & Hospitals,Health Care, Non-Applicable,Unknown,False,55,103,1001,5000
Data Analyst,4.7,"El Segundo, CA","El Segundo, CA",2005,Company - Private,Real Estate,Real Estate, Non-Applicable,Unknown,False,55,103,51,200
Data Analyst,4.7,"Santa Monica, CA","Santa Monica, CA",2007,Company - Private,Video Games,Media, Non-Applicable,Unknown,False,55,103,51,200
Data Analyst,4.0,"Los Angeles, CA","Los Angeles, CA",2014,Company - Private,Internet,Information Technology, Non-Applicable,Unknown,False,55,103,1,50
Data Analyst,3.4,"Inglewood, CA","Culver City, CA",1944,Nonprofit Organization,Health Care Services & Hospitals,Health Care, Non-Applicable,Unknown,False,55,103,201,500
Data Analyst,-1.0,"Los Angeles, CA","New York, NY",2005,Nonprofit Organization,Colleges & Universities,Education, Non-Applicable,Unknown,False,37,70,51,200
Advance Data Analyst,3.7,"Glendale, CA","Vancouver, Canada",2005,Company - Private,TV Broadcast & Cable Networks,Media, Non-Applicable,Unknown,False,37,70,1,50
Data Analyst,4.1,"Los Angeles, CA","San Francisco, CA",1888,Company - Private,Construction,"Construction, Repair & Maintenance",$2 to $5 billion (USD),"DPR Construction, Webcor",False,37,70,1001,5000
Data Analyst,3.1,"Los Angeles, CA","Berwyn, PA",2002,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Unknown,False,37,70,51,200
Data Analyst,3.7,"Glendale, CA","El Segundo, CA",2000,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Cyient,False,37,70,51,200
Data Analyst,-1.0,"Los Angeles, CA","Los Angeles, CA",2017,Company - Public,Unknown,Unknown,$5 to $10 million (USD),Unknown,False,37,70,51,200
Sr Data Analyst,3.9,"Los Angeles, CA","Los Angeles, CA",1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",False,37,70,1100,1500
Data Analyst,3.8,"Venice, CA","Venice, CA",2013,Company - Private,Internet,Information Technology, Non-Applicable,Unknown,False,37,70,201,500
Data Governance Analyst,3.5,"Pasadena, CA","Pasadena, CA",1971,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance, Non-Applicable,"PIMCO, TCW, Oaktree Capital Management",False,37,70,501,1000
Data Analyst,5.0,"Pasadena, CA","Pasadena, CA",2005,Company - Private,Unknown,Unknown, Non-Applicable,Unknown,False,37,70,1,50
Sr Data Analyst,3.8,"Santa Monica, CA","Santa Monica, CA",2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),"Netflix, Amazon, Apple",False,37,70,1001,5000
Data Analyst,3.8,"El Segundo, CA","El Segundo, CA",2005,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Unknown,False,37,70,51,200
Data Analyst,4.2,"Los Angeles, CA","Los Angeles, CA",1880,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),Unknown,False,37,70,1100,1500
Data Analyst,3.1,"Cerritos, CA","Easton, MD",1973,Nonprofit Organization,Consulting,Business Services,$50 to $100 million (USD),Unknown,False,37,70,501,1000
Data Analyst,4.1,"Los Angeles, CA","Los Angeles, CA",2016,Company - Private,"Health, Beauty, & Fitness",Consumer Services, Non-Applicable,Unknown,False,37,70,51,200
Analyst-Data Integrity,3.9,"Burbank, CA","Burbank, CA",1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),NBCUniversal,False,37,70,5001,10000
Data Analyst,-1.0,"Carson, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,37,70,51,200
Data Analyst,3.5,"Irwindale, CA","Milton, WV",2005,Company - Private,Construction,"Construction, Repair & Maintenance",$10 to $25 million (USD),Unknown,False,37,70,51,200
Data Analyst,3.9,"Los Angeles, CA","Redwood City, CA",1982,Company - Public,Video Games,Media,$2 to $5 billion (USD),"Riot Games, Google, Activision Blizzard",False,37,70,5001,10000
Data Intelligence Analyst,3.9,"Los Angeles, CA","Los Angeles, CA",1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",False,37,70,1100,1500
Marketing Data Analyst,3.9,"Los Angeles, CA","Los Angeles, CA",1931,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),Unknown,False,37,70,5001,10000
Data Analyst,3.7,"Burbank, CA","New York, NY",2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),"Walt Disney Company, NBCUniversal",False,37,70,1100,1500
Data Analyst,4.7,"Los Angeles, CA","Los Angeles, CA",1987,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),"Kaiser Permanente, CVS Health, Walgreens",False,37,70,1001,5000
Sr Data Analyst,4.0,"Los Angeles, CA","Los Angeles, CA",2014,Company - Private,Internet,Information Technology, Non-Applicable,Unknown,False,37,70,1,50
Systems/Data Analyst,3.5,"Pasadena, CA","Pasadena, CA",1938,Government,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),Unknown,False,37,70,201,500
Data Analyst,2.9,"Anaheim, CA","New York, NY",2005,Company - Private,Publishing,Media,$50 to $100 million (USD),Unknown,False,37,70,201,500
Data Analyst,2.8,"Burbank, CA","Burbank, CA",2005,Company - Private,Unknown,Unknown, Non-Applicable,Unknown,False,37,70,51,200
Data Analyst,3.1,"El Segundo, CA","Melbourne, Australia",1978,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),Unknown,False,37,70,1100,1500
Junior Data Analyst,5.0,"Los Angeles, CA","Woodridge, IL",2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Unknown,False,37,70,51,200
Data Analyst,3.2,"Irwindale, CA","Houston, TX",2005,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Unknown,False,57,103,51,200
Marketing Data Analyst,5.0,"Los Angeles, CA","Sherman Oaks, CA",2005,Company - Public,Advertising & Marketing,Business Services, Non-Applicable,Unknown,False,57,103,1,50
Data Analyst,3.2,"Los Angeles, CA","Burlingame, CA",1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Acumen,False,57,103,201,500
Data Analyst,3.9,"Beverly Hills, CA","Los Angeles, CA",1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",False,57,103,1100,1500
Financial Data Analyst,-1.0,"Los Angeles, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,57,103,51,200
Sr Data Analyst,4.5,"Los Angeles, CA","Irvine, CA",1990,Company - Private,Video Games,Media, Non-Applicable,Unknown,False,57,103,51,200
Data Analyst,3.9,"Anaheim, CA","Irvine, CA",2005,Company - Private,Brokerage Services,Finance, Non-Applicable,Unknown,False,57,103,201,500
Data Analyst,5.0,"Long Beach, CA","Dana Point, CA",2005,Company - Private,Unknown,Unknown, Non-Applicable,Unknown,False,57,103,1,50
Data Analyst,-1.0,"Los Angeles, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,57,103,51,200
Data Analyst,3.1,"Los Angeles, CA","Los Angeles, CA",1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care, Non-Applicable,"Health Net, Kaiser Permanente, Molina Healthcare",False,57,103,1001,5000
Sr Data Analyst,3.6,"Los Angeles, CA","Los Angeles, CA",2005,Government,Municipal Governments,Government, Non-Applicable,Unknown,False,57,103,1001,5000
Sr Data Analyst,3.3,"Los Angeles, CA","San Diego, CA",2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Unknown,False,57,103,51,200
Bioinformatics Data Analyst,3.7,"Los Angeles, CA","Los Angeles, CA",2016,Company - Public,Real Estate,Real Estate, Non-Applicable,Unknown,False,57,103,1,50
Sr Data Analyst,4.6,"Los Angeles, CA","Los Angeles, CA",2015,Subsidiary or Business Segment,Colleges & Universities,Education, Non-Applicable,"Chegg, Tutor.com, Smarthinking",False,57,103,51,200
Reporting Data Analyst,4.5,"El Segundo, CA","El Segundo, CA",1989,Company - Private,Staffing & Outsourcing,Business Services, Non-Applicable,Unknown,False,57,103,51,200
Quality Data Analyst,3.9,"Los Angeles, CA","Los Gatos, CA",1997,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),Unknown,False,57,103,1001,5000
Epidemiology/Data Analyst,3.8,"Los Angeles, CA","Sacramento, CA",2005,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),Unknown,False,57,103,1100,1500
Data Analyst,3.0,"Northridge, CA","Tarzana, CA",1971,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Unknown,False,57,103,501,1000
Systems/Data Analyst,3.9,"Los Angeles, CA","Los Angeles, CA",2009,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Unknown,False,57,103,51,200
Data Analyst,3.4,"Los Angeles, CA","El Segundo, CA",1998,Company - Private,Internet,Information Technology,$1 to $2 billion (USD),Unknown,False,57,103,1001,5000
Data Reporting Analyst,3.5,"Los Angeles, CA","Menlo Park, CA",1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",False,57,103,1100,1500
Sr Data Analyst,4.0,"Los Angeles, CA","New York, NY",2019,Company - Public,TV Broadcast & Cable Networks,Media, Non-Applicable,Unknown,False,57,103,5001,10000
Data Business Analyst,5.0,"Los Angeles, CA","West Roxbury, MA",2005,Nonprofit Organization,Unknown,Unknown, Non-Applicable,Unknown,False,57,103,1,50
Data Business Analyst,4.5,"Los Angeles, CA","Seoul, South Korea",2017,Company - Private,Video Games,Media, Non-Applicable,"Activision, Riot Games, Electronic Arts",False,57,103,501,1000
Epidemiology/Data Analyst,4.0,"Los Angeles, CA","Los Angeles, CA",1919,Company - Public,Health Care Services & Hospitals,Health Care, Non-Applicable,"Cedars-Sinai Medical Center, Loma Linda University Health, Harbor Hospital",False,57,103,5001,10000
Mid Data Analyst,3.5,"Los Angeles, CA","Menlo Park, CA",1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",False,57,103,1100,1500
Associate Marketing Data Analyst,3.4,"El Segundo, CA","Santa Monica, CA",1979,Company - Public,Video Games,Media,$5 to $10 billion (USD),Unknown,False,57,103,1100,1500
Big data analyst,2.1,"Los Angeles, CA","Los Angeles, CA",2012,Company - Private,Other Retail Stores,Retail, Non-Applicable,Unknown,False,57,103,201,500
Data Analyst,3.8,"Venice, CA","Venice, CA",2013,Company - Private,Internet,Information Technology, Non-Applicable,Unknown,False,57,103,201,500
Junior Data Analyst,5.0,"Los Angeles, CA","Woodridge, IL",2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Unknown,False,35,45,51,200
Data Analyst,-1.0,"Los Angeles, CA","Austin, TX",2005,Company - Private,Unknown,Unknown, Non-Applicable,Unknown,False,35,45,1,50
Research Data Analyst,4.0,"Pasadena, CA","Oakland, CA",1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"HCA Healthcare, Dignity Health, Sutter Health",False,35,45,1100,1500
Sr Data Business Analyst,3.8,"Los Angeles, CA","Evanston, IL",1983,Company - Private,Consulting,Business Services, Non-Applicable,Unknown,False,35,45,5001,10000
Financial Data Analyst,3.8,"El Segundo, CA","Goleta, CA",1973,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),Unknown,False,35,45,501,1000
Enterprise Data Quality Analyst - EDM,3.6,"Los Angeles, CA","Los Angeles, CA",1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance, Non-Applicable,"East West Bank, Bank of the West, First Republic Bank",False,35,45,1001,5000
Systems/Data Analyst,4.9,"Los Angeles, CA","Walnut Creek, CA",2005,Company - Private,Staffing & Outsourcing,Business Services, Non-Applicable,Unknown,False,35,45,51,200
Data Analyst,-1.0,"Pasadena, CA","Santa Clara, CA",2005,Company - Public,Unknown,Unknown, Non-Applicable,Unknown,False,35,45,51,200
Data Analyst,-1.0,"Los Angeles, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,35,45,51,200
Enterprise Data Quality Analyst - EDM,3.6,"Los Angeles, CA","Los Angeles, CA",1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance, Non-Applicable,"East West Bank, Bank of the West, First Republic Bank",False,35,45,1001,5000
Logistics Data Analyst,-1.0,"Los Angeles, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,35,45,51,200
Data Analyst,3.4,"Los Angeles, CA","El Segundo, CA",1998,Company - Private,Internet,Information Technology,$1 to $2 billion (USD),Unknown,False,35,45,1001,5000
Systems/Data Analyst,-1.0,"Los Angeles, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,35,45,51,200
Data Analyst,4.1,"Los Angeles, CA","Tampa, FL",1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),Unknown,False,35,45,1100,1500
Sr Data Analyst,3.4,"Alhambra, CA","Sandy, UT",2005,Company - Private,Unknown,Unknown,Less than $1 million (USD),Unknown,False,35,45,1,50
Operations Data Analyst,3.7,"Burbank, CA","New York, NY",2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),"Walt Disney Company, NBCUniversal",False,35,45,1100,1500
Analyst-Data Integrity,3.1,"Long Beach, CA","Long Beach, CA",1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,False,35,45,1100,1500
Data Business Analyst,3.0,"Santa Monica, CA","Santa Monica, CA",2013,Company - Private,"Health, Beauty, & Fitness",Consumer Services, Non-Applicable,Unknown,False,35,45,201,500
Enterprise Data Quality Analyst - EDM,3.5,"Los Angeles, CA","Houston, TX",2006,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Unknown,False,35,45,201,500
Microsoft Dynamics CRM Data Analyst,3.7,"Los Angeles, CA","Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",False,35,45,1100,1500
Marketing Data Analyst,3.6,"Los Angeles, CA","Los Angeles, CA",1980,Company - Private,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),Unknown,False,35,45,5001,10000
Sr Data Analyst,4.6,"Los Angeles, CA","Santa Clara, CA",2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),"Collabera, Artech Information Systems, TEKsystems",False,35,45,51,200
Radar Data Analyst,-1.0,"Santa Monica, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,35,45,51,200
Sr Data Analyst,3.8,"Los Angeles, CA","Los Angeles, CA",2016,Company - Private,Internet,Information Technology, Non-Applicable,Unknown,False,35,45,1001,5000
Automotive Data Analyst,2.7,"El Segundo, CA","Los Angeles, CA",1948,Company - Public,TV Broadcast & Cable Networks,Media, Non-Applicable,Unknown,False,35,45,501,1000
Data Analyst,3.4,"Brea, CA","Los Angeles, CA",1961,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),Unknown,False,35,45,1001,5000
Sr. Data Analyst,3.1,"Long Beach, CA","Long Beach, CA",1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,False,35,45,1100,1500
Sr Data Analyst,-1.0,"El Segundo, CA","El Segundo, CA",2005,Company - Private,Unknown,Unknown, Non-Applicable,Unknown,False,35,45,1,50
Bioinformatics Data Analyst,3.7,"Los Angeles, CA","Los Angeles, CA",2016,Company - Public,Real Estate,Real Estate, Non-Applicable,Unknown,False,42,66,1,50
Systems/Data Analyst,-1.0,"Duarte, CA","Carson, CA",2005,Company - Public,Unknown,Unknown, Non-Applicable,Unknown,False,42,66,51,200
Data Expert,3.6,"Woodland Hills, CA","Jacksonville, FL",1994,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Unknown,False,42,66,1001,5000
Data Analyst,5.0,"Burbank, CA","Bishnupur , India",2005,Company - Private,Unknown,Unknown, Non-Applicable,Unknown,False,42,66,51,200
Data Intelligence Analyst,4.0,"Los Angeles, CA","El Segundo, CA",1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),"Kforce, NTT DATA, IBM",False,42,66,201,500
Data Business Analyst,3.0,"Monterey Park, CA","Hyderabad, India",2005,Company - Private,Unknown,Unknown, Non-Applicable,Unknown,False,42,66,1,50
Sr. Data Analyst,3.3,"Burbank, CA","Overland Park, KS",1998,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Unknown,False,42,66,201,500
Investment Advisory Data Analyst,-1.0,"El Segundo, CA","Los Angeles, CA",2005,Company - Private,Unknown,Unknown, Non-Applicable,Unknown,False,42,66,1,50
Junior Data Analyst,4.0,"Glendale, CA","Dayton, OH",2005,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),Unknown,False,42,66,1,50
Data Business Analyst,4.9,"Santa Monica, CA","Irvine, CA",2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),"CyberCoders, Kforce, ASGN Incorporated",False,42,66,51,200
Data Reporting Analyst,3.6,"Pasadena, CA","New York, NY",2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Unknown,False,42,66,501,1000
Data Analyst,3.6,"Los Angeles, CA","Los Angeles, CA",1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance, Non-Applicable,"East West Bank, Bank of the West, First Republic Bank",False,42,66,1001,5000
Sr Data Analyst,5.0,"Pasadena, CA","Fremont, CA",2005,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),Unknown,False,42,66,51,200
Principal Data Analyst,3.8,"Woodland Hills, CA","Falls Church, VA",1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Unknown,False,42,66,1100,1500
Sr. Data Analyst,4.3,"Burbank, CA","South Jordan, UT",1996,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Unknown,False,42,66,201,500
Sr Data Business Analyst - FacilitySource,4.2,"Los Angeles, CA","Brea, CA",1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),"OpenSymmetry, Perficient, DataClarity",False,42,66,1,50
Data Analyst,3.9,"Culver City, CA","Los Angeles, CA",2010,Company - Private,Video Games,Media, Non-Applicable,Unknown,False,42,66,501,1000
Data Analyst,4.1,"Culver City, CA","Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",False,42,66,1100,1500
Data Intelligence Analyst,3.4,"Cerritos, CA","Williamsville, NY",2005,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Unknown,False,42,66,1,50
Operations Data Analyst,5.0,"Burbank, CA","Bishnupur , India",2005,Company - Private,Unknown,Unknown, Non-Applicable,Unknown,False,42,66,51,200
Sr. Data Analyst,3.8,"Marina del Rey, CA","Marina del Rey, CA",2011,Company - Private,Beauty & Personal Accessories Stores,Retail, Non-Applicable,Unknown,False,42,66,201,500
Data Visualization Analyst,3.5,"Long Beach, CA","Singapore, Singapore",2005,Company - Private,Unknown,Unknown, Non-Applicable,Unknown,False,42,66,51,200
Sr Data Analyst,3.8,"Culver City, CA","Los Angeles, CA",2016,Company - Private,Internet,Information Technology, Non-Applicable,Unknown,False,42,66,1001,5000
Research Data Analyst,-1.0,"El Segundo, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,42,66,51,200
Data Analyst,-1.0,"Arcadia, CA","Noida, India",2005,Company - Private,Unknown,Unknown, Non-Applicable,Unknown,False,42,66,1,50
Heightened Standards Data Analyst,3.6,"Beverly Hills, CA","Los Angeles, CA",1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance, Non-Applicable,"East West Bank, Bank of the West, First Republic Bank",False,42,66,1001,5000
Data Analyst,3.4,"Torrance, CA","Carson, CA",1995,Company - Public,Automotive Parts & Accessories Stores,Retail,$100 to $500 million (USD),"AutoZone, eBay, Advance Auto Parts",False,42,66,1001,5000
Sr Data Analyst,3.1,"Los Angeles, CA","Los Angeles, CA",2002,Company - Private,Internet,Information Technology,$10 to $25 million (USD),Unknown,False,42,66,1,50
Data Analyst,1.0,"Panorama City, CA","Panorama City, CA",2005,Company - Public,Unknown,Unknown, Non-Applicable,Unknown,False,42,66,1,50
Analyst-Data Integrity,3.1,"Long Beach, CA","Long Beach, CA",1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,False,42,66,1100,1500
Sr Data Analyst,4.7,"Glendale, CA","Glendale, CA",2014,Company - Private,Research & Development,Business Services, Non-Applicable,Unknown,False,65,81,51,200
Data Analyst,-1.0,"Glendale, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,65,81,51,200
Sr. Data Analyst,-1.0,"Los Angeles, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,65,81,51,200
Sr. Data Analyst,-1.0,"Signal Hill, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,65,81,51,200
Junior Data Analyst,3.9,"Long Beach, CA","Danbury, CT",1935,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),Unknown,False,65,81,201,500
Sr Data Analyst,2.5,"Alhambra, CA","Alhambra, CA",1994,Company - Public,Health Care Services & Hospitals,Health Care, Non-Applicable,Unknown,False,65,81,501,1000
Data Analyst,3.5,"Azusa, CA","Anaheim, CA",1979,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Unknown,False,65,81,51,200
Data Analyst,3.8,"Burbank, CA","Los Angeles, CA",2001,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Unknown,False,65,81,51,200
Junior Data Analyst,3.8,"El Segundo, CA","El Segundo, CA",2005,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Unknown,False,65,81,51,200
Sr. Data Analyst,4.0,"Marina del Rey, CA","London, United Kingdom",1872,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Procter & Gamble, Nestlé, Johnson & Johnson",False,65,81,1100,1500
Data Analyst,4.1,"Woodland Hills, CA","Oakland, CA",1939,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,False,65,81,5001,10000
Data Analyst,-1.0,"Glendale, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,65,81,51,200
Junior Data Analyst,3.8,"Long Beach, CA","Radnor, PA",1982,Company - Public,Chemical Manufacturing,Manufacturing,$5 to $10 billion (USD),Unknown,False,65,81,1100,1500
Reporting Data Analyst,3.0,"El Segundo, CA","New York, NY",1990,Company - Public,Venture Capital & Private Equity,Finance,$1 to $2 billion (USD),Unknown,False,65,81,1001,5000
Data Intelligence Analyst,3.3,"Cerritos, CA","Cerritos, CA",2003,Company - Public,"Department, Clothing, & Shoe Stores",Retail, Non-Applicable,Unknown,False,65,81,201,500
Data Analyst,5.0,"Cerritos, CA","Alpharetta, GA",2005,Company - Private,Unknown,Unknown,Less than $1 million (USD),Unknown,False,65,81,1,50
Data Analyst,-1.0,"El Segundo, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,65,81,51,200
Sr. Data Analyst,2.6,"Los Angeles, CA","Los Angeles, CA",2005,Company - Public,Unknown,Unknown,$100 to $500 million (USD),Unknown,False,65,81,201,500
Student Data Analyst,3.3,"Los Angeles, CA","Los Angeles, CA",2003,Nonprofit Organization,K-12 Education,Education,$50 to $100 million (USD),Unknown,False,65,81,1001,5000
Data Quality Analyst,3.5,"Glendale, CA","Houston, TX",2006,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Unknown,False,65,81,201,500
Sr Data Analyst,3.0,"El Segundo, CA","New York, NY",1990,Company - Public,Venture Capital & Private Equity,Finance,$1 to $2 billion (USD),Unknown,False,65,81,1001,5000
Sr. Data Analyst,2.8,"Burbank, CA","Burbank, CA",2005,Company - Private,Unknown,Unknown, Non-Applicable,Unknown,False,65,81,51,200
Data Analyst,3.2,"Long Beach, CA","Long Beach, CA",1977,Nonprofit Organization,Insurance Carriers,Insurance,$2 to $5 billion (USD),Unknown,False,65,81,501,1000
Sr Data Analyst,4.7,"Santa Monica, CA","Santa Monica, CA",2007,Company - Private,Video Games,Media, Non-Applicable,Unknown,False,65,81,51,200
Sr. Data Analyst,3.1,"Long Beach, CA","Long Beach, CA",1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,False,65,81,1100,1500
Sr Data Analyst,2.5,"Los Angeles, CA","Bolton, CT",2005,Company - Private,Consumer Products Manufacturing,Manufacturing,$10 to $25 million (USD),Unknown,False,65,81,51,200
Service Operations Data Analyst,3.3,"City of Industry, CA","City of Industry, CA",1919,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance", Non-Applicable,"John Deere, Bobcat Company",False,65,81,501,1000
Data Analyst,-1.0,"Northridge, CA",Unknown ,2005,Unknown,Unknown,Unknown, Non-Applicable,Unknown,False,65,81,51,200
